A,B,W
AF462880,BMS-929075,1.3032362478749198
AF462880,Peginterferon lambda-1a,1.3032362478749198
AF462880,Glecaprevir,1.6290453098436497
AF462880,Pibrentasvir,1.6290453098436497
AF462880,JTK-853,1.3032362478749198
AF462880,9-(N-methyl-L-isoleucine)-cyclosporin A,1.3032362478749198
AF462880,Odalasvir,1.3032362478749198
AF462880,PSI-352938,1.3032362478749198
AF462880,CF-102,1.3032362478749198
AF462880,GS-9256,1.3032362478749198
AF462880,Miravirsen,1.3032362478749198
AF462880,Cepeginterferon alfa-2B,1.3032362478749198
AF462880,AZD-7295,1.3032362478749198
AF462880,Samatasvir,1.3032362478749198
AF462880,SCY-635,1.3032362478749198
AF462880,Balapiravir,1.3032362478749198
AF462880,KRN-7000,1.3032362478749198
AF462880,Beclabuvir,1.3032362478749198
AF462880,Alisporivir,1.3032362478749198
AF462880,Sovaprevir,1.3032362478749198
AF462880,Radalbuvir,1.3032362478749198
AF462880,Setrobuvir,1.3032362478749198
AF462880,Vedroprevir,1.3032362478749198
AF462880,BMS-986094,1.3032362478749198
AF462880,Lomibuvir,1.3032362478749198
AF462880,Vaniprevir,1.3032362478749198
AF462880,Filibuvir,1.3032362478749198
AF462880,Tegobuvir,1.3032362478749198
AF462880,TMC-647055,1.3032362478749198
AF462880,Faldaprevir,1.3032362478749198
AF462880,Danoprevir,1.3032362478749198
AF462880,Ruzasvir,1.3032362478749198
AF462880,Velpatasvir,1.6290453098436497
AF462880,Asunaprevir,1.6290453098436497
AF462880,Grazoprevir,1.6290453098436497
AF462880,Elbasvir,1.6290453098436497
AF462880,Hepatitis A Vaccine,1.6290453098436497
AF462880,Dasabuvir,1.6290453098436497
AF462880,Ledipasvir,1.6290453098436497
AF462880,Boceprevir,1.6290453098436497
AF462880,CTS-1027,1.547593044351467
AF462880,Nesbuvir,1.3032362478749198
AF462880,Telaprevir,1.6290453098436497
AF462880,Isatoribine,1.3032362478749198
AF462880,Buprenorphine,1.6290453098436497
AF462880,Methadone,1.6290453098436497
AF462880,Peginterferon alfa-2b,1.6290453098436497
AF462880,Peginterferon alfa-2a,1.6290453098436497
AY194741,MK-2748,1.304070111535395
AY194741,Coblopasvir,1.304070111535395
AY194741,MK-6325,1.304070111535395
AY194741,GS-6620,1.304070111535395
AY194741,Uprifosbuvir,1.304070111535395
AY194741,ABT-072,1.304070111535395
AY194741,TMC-649128,1.304070111535395
AY194741,PRI-724,1.304070111535395
AY194741,BMS-929075,1.304070111535395
AY194741,Peginterferon lambda-1a,1.304070111535395
AY194741,Glecaprevir,1.6300876394192436
AY194741,Pibrentasvir,1.6300876394192436
AY194741,JTK-853,1.304070111535395
AY194741,9-(N-methyl-L-isoleucine)-cyclosporin A,1.304070111535395
AY194741,Odalasvir,1.304070111535395
AY194741,PSI-352938,1.304070111535395
AY194741,CF-102,1.304070111535395
AY194741,GS-9256,1.304070111535395
AY194741,Miravirsen,1.304070111535395
AY194741,Cepeginterferon alfa-2B,1.304070111535395
AY194741,AZD-7295,1.304070111535395
AY194741,Samatasvir,1.304070111535395
AY194741,SCY-635,1.304070111535395
AY194741,Balapiravir,1.304070111535395
AY194741,KRN-7000,1.304070111535395
AY194741,Beclabuvir,1.304070111535395
AY194741,Alisporivir,1.304070111535395
AY194741,Sovaprevir,1.304070111535395
AY194741,Radalbuvir,1.304070111535395
AY194741,Setrobuvir,1.304070111535395
AY194741,Vedroprevir,1.304070111535395
AY194741,BMS-986094,1.304070111535395
AY194741,Lomibuvir,1.304070111535395
AY194741,Vaniprevir,1.304070111535395
AY194741,Filibuvir,1.304070111535395
AY194741,Tegobuvir,1.304070111535395
AY194741,TMC-647055,1.304070111535395
AY194741,Faldaprevir,1.304070111535395
AY194741,Danoprevir,1.304070111535395
AY194741,Ruzasvir,1.304070111535395
AY194741,Velpatasvir,1.6300876394192436
AY194741,Asunaprevir,1.6300876394192436
AY194741,Grazoprevir,1.6300876394192436
AY194741,Elbasvir,1.6300876394192436
AY194741,Hepatitis A Vaccine,1.6300876394192436
AY194741,Dasabuvir,1.6300876394192436
AY194741,Ledipasvir,1.6300876394192436
AY194741,Boceprevir,1.6300876394192436
AY194741,CTS-1027,1.5485832574482814
AY194741,Nesbuvir,1.304070111535395
AY194741,Telaprevir,1.6300876394192436
AY194741,Isatoribine,1.304070111535395
AY194741,Buprenorphine,1.6300876394192436
AY194741,Methadone,1.6300876394192436
AY194741,Peginterferon alfa-2b,1.6300876394192436
AY194741,Peginterferon alfa-2a,1.6300876394192436
MN059860,Rotavirus vaccine,1.7122437115502716
AF207122,MK-2748,1.3060226932366201
AF207122,Coblopasvir,1.3060226932366201
AF207122,MK-6325,1.3060226932366201
AF207122,GS-6620,1.3060226932366201
AF207122,Uprifosbuvir,1.3060226932366201
AF207122,ABT-072,1.3060226932366201
AF207122,TMC-649128,1.3060226932366201
AF207122,PRI-724,1.3060226932366201
AF207122,BMS-929075,1.3060226932366201
AF207122,Peginterferon lambda-1a,1.3060226932366201
AF207122,Glecaprevir,1.6325283665457748
AF207122,Pibrentasvir,1.6325283665457748
AF207122,JTK-853,1.3060226932366201
AF207122,9-(N-methyl-L-isoleucine)-cyclosporin A,1.3060226932366201
AF207122,Odalasvir,1.3060226932366201
AF207122,PSI-352938,1.3060226932366201
AF207122,CF-102,1.3060226932366201
AF207122,GS-9256,1.3060226932366201
AF207122,Miravirsen,1.3060226932366201
AF207122,Cepeginterferon alfa-2B,1.3060226932366201
AF207122,AZD-7295,1.3060226932366201
AF207122,Samatasvir,1.3060226932366201
AF207122,SCY-635,1.3060226932366201
AF207122,Balapiravir,1.3060226932366201
AF207122,KRN-7000,1.3060226932366201
AF207122,Beclabuvir,1.3060226932366201
AF207122,Alisporivir,1.3060226932366201
AF207122,Sovaprevir,1.3060226932366201
AF207122,Radalbuvir,1.3060226932366201
AF207122,Setrobuvir,1.3060226932366201
AF207122,Vedroprevir,1.3060226932366201
AF207122,BMS-986094,1.3060226932366201
AF207122,Lomibuvir,1.3060226932366201
AF207122,Vaniprevir,1.3060226932366201
AF207122,Filibuvir,1.3060226932366201
AF207122,Tegobuvir,1.3060226932366201
AF207122,TMC-647055,1.3060226932366201
AF207122,Faldaprevir,1.3060226932366201
AF207122,Danoprevir,1.3060226932366201
AF207122,Ruzasvir,1.3060226932366201
AF207122,Velpatasvir,1.6325283665457748
AF207122,Asunaprevir,1.6325283665457748
AF207122,Grazoprevir,1.6325283665457748
AF207122,Elbasvir,1.6325283665457748
AF207122,Hepatitis A Vaccine,1.6325283665457748
AF207122,Dasabuvir,1.6325283665457748
AF207122,Ledipasvir,1.6325283665457748
AF207122,Boceprevir,1.6325283665457748
AF207122,CTS-1027,1.5509019482184858
AF207122,Nesbuvir,1.3060226932366201
AF207122,Telaprevir,1.6325283665457748
AF207122,Isatoribine,1.3060226932366201
AF207122,Buprenorphine,1.6325283665457748
AF207122,Methadone,1.6325283665457748
AF207122,Peginterferon alfa-2b,1.6325283665457748
AF207122,Peginterferon alfa-2a,1.6325283665457748
MK209643,Balapiravir,1.3372587162699403
AY390005,MK-2748,1.3076082291647355
AY390005,Coblopasvir,1.3076082291647355
AY390005,MK-6325,1.3076082291647355
AY390005,GS-6620,1.3076082291647355
AY390005,Uprifosbuvir,1.3076082291647355
AY390005,ABT-072,1.3076082291647355
AY390005,TMC-649128,1.3076082291647355
AY390005,PRI-724,1.3076082291647355
AY390005,BMS-929075,1.3076082291647355
AY390005,Peginterferon lambda-1a,1.3076082291647355
AY390005,Glecaprevir,1.6345102864559196
AY390005,Pibrentasvir,1.6345102864559196
AY390005,JTK-853,1.3076082291647355
AY390005,9-(N-methyl-L-isoleucine)-cyclosporin A,1.3076082291647355
AY390005,Odalasvir,1.3076082291647355
AY390005,PSI-352938,1.3076082291647355
AY390005,CF-102,1.3076082291647355
AY390005,GS-9256,1.3076082291647355
AY390005,Miravirsen,1.3076082291647355
AY390005,Cepeginterferon alfa-2B,1.3076082291647355
AY390005,AZD-7295,1.3076082291647355
AY390005,Samatasvir,1.3076082291647355
AY390005,SCY-635,1.3076082291647355
AY390005,Balapiravir,1.3076082291647355
AY390005,KRN-7000,1.3076082291647355
AY390005,Beclabuvir,1.3076082291647355
AY390005,Alisporivir,1.3076082291647355
AY390005,Sovaprevir,1.3076082291647355
AY390005,Radalbuvir,1.3076082291647355
AY390005,Setrobuvir,1.3076082291647355
AY390005,Vedroprevir,1.3076082291647355
AY390005,BMS-986094,1.3076082291647355
AY390005,Lomibuvir,1.3076082291647355
AY390005,Vaniprevir,1.3076082291647355
AY390005,Filibuvir,1.3076082291647355
AY390005,Tegobuvir,1.3076082291647355
AY390005,TMC-647055,1.3076082291647355
AY390005,Faldaprevir,1.3076082291647355
AY390005,Danoprevir,1.3076082291647355
AY390005,Ruzasvir,1.3076082291647355
AY390005,Velpatasvir,1.6345102864559196
AY390005,Asunaprevir,1.6345102864559196
AY390005,Grazoprevir,1.6345102864559196
AY390005,Elbasvir,1.6345102864559196
AY390005,Hepatitis A Vaccine,1.6345102864559196
AY390005,Dasabuvir,1.6345102864559196
AY390005,Ledipasvir,1.6345102864559196
AY390005,Boceprevir,1.6345102864559196
AY390005,CTS-1027,1.5527847721331236
AY390005,Nesbuvir,1.3076082291647355
AY390005,Telaprevir,1.6345102864559196
AY390005,Isatoribine,1.3076082291647355
AY390005,Buprenorphine,1.6345102864559196
AY390005,Methadone,1.6345102864559196
AY390005,Peginterferon alfa-2b,1.6345102864559196
AY390005,Peginterferon alfa-2a,1.6345102864559196
MN059867,Rotavirus vaccine,1.7148733390785078
MN059860,Rotavirus vaccine,1.7149029609880158
AF462919,MK-2748,1.308090680477761
AF462919,Coblopasvir,1.308090680477761
AF462919,MK-6325,1.308090680477761
AF462919,GS-6620,1.308090680477761
AF462919,Uprifosbuvir,1.308090680477761
AF462919,ABT-072,1.308090680477761
AF462919,TMC-649128,1.308090680477761
AF462919,PRI-724,1.308090680477761
AF462919,BMS-929075,1.308090680477761
AF462919,Peginterferon lambda-1a,1.308090680477761
AF462919,Glecaprevir,1.635113350597201
AF462919,Pibrentasvir,1.635113350597201
AF462919,JTK-853,1.308090680477761
AF462919,9-(N-methyl-L-isoleucine)-cyclosporin A,1.308090680477761
AF462919,Odalasvir,1.308090680477761
AF462919,PSI-352938,1.308090680477761
AF462919,CF-102,1.308090680477761
AF462919,GS-9256,1.308090680477761
AF462919,Miravirsen,1.308090680477761
AF462919,Cepeginterferon alfa-2B,1.308090680477761
AF462919,AZD-7295,1.308090680477761
AF462919,Samatasvir,1.308090680477761
AF462919,SCY-635,1.308090680477761
AF462919,Balapiravir,1.308090680477761
AF462919,KRN-7000,1.308090680477761
AF462919,Beclabuvir,1.308090680477761
AF462919,Alisporivir,1.308090680477761
AF462919,Sovaprevir,1.308090680477761
AF462919,Radalbuvir,1.308090680477761
AF462919,Setrobuvir,1.308090680477761
AF462919,Vedroprevir,1.308090680477761
AF462919,BMS-986094,1.308090680477761
AF462919,Lomibuvir,1.308090680477761
AF462919,Vaniprevir,1.308090680477761
AF462919,Filibuvir,1.308090680477761
AF462919,Tegobuvir,1.308090680477761
AF462919,TMC-647055,1.308090680477761
AF462919,Faldaprevir,1.308090680477761
AF462919,Danoprevir,1.308090680477761
AF462919,Ruzasvir,1.308090680477761
AF462919,Velpatasvir,1.635113350597201
AF462919,Asunaprevir,1.635113350597201
AF462919,Grazoprevir,1.635113350597201
AF462919,Elbasvir,1.635113350597201
AF462919,Hepatitis A Vaccine,1.635113350597201
AF462919,Dasabuvir,1.635113350597201
AF462919,Ledipasvir,1.635113350597201
AF462919,Boceprevir,1.635113350597201
AF462919,CTS-1027,1.5533576830673408
AF462919,Nesbuvir,1.308090680477761
AF462919,Telaprevir,1.635113350597201
AF462919,Isatoribine,1.308090680477761
AF462919,Buprenorphine,1.635113350597201
AF462919,Methadone,1.635113350597201
AF462919,Peginterferon alfa-2b,1.635113350597201
AF462919,Peginterferon alfa-2a,1.635113350597201
AY272710,MK-2748,1.3083372661505412
AY272710,Coblopasvir,1.3083372661505412
AY272710,MK-6325,1.3083372661505412
AY272710,GS-6620,1.3083372661505412
AY272710,Uprifosbuvir,1.3083372661505412
AY272710,ABT-072,1.3083372661505412
AY272710,TMC-649128,1.3083372661505412
AY272710,PRI-724,1.3083372661505412
AY272710,BMS-929075,1.3083372661505412
AY272710,Peginterferon lambda-1a,1.3083372661505412
AY272710,Glecaprevir,1.6354215826881764
AY272710,Pibrentasvir,1.6354215826881764
AY272710,JTK-853,1.3083372661505412
AY272710,9-(N-methyl-L-isoleucine)-cyclosporin A,1.3083372661505412
AY272710,Odalasvir,1.3083372661505412
AY272710,PSI-352938,1.3083372661505412
AY272710,CF-102,1.3083372661505412
AY272710,GS-9256,1.3083372661505412
AY272710,Miravirsen,1.3083372661505412
AY272710,Cepeginterferon alfa-2B,1.3083372661505412
AY272710,AZD-7295,1.3083372661505412
AY272710,Samatasvir,1.3083372661505412
AY272710,SCY-635,1.3083372661505412
AY272710,Balapiravir,1.3083372661505412
AY272710,KRN-7000,1.3083372661505412
AY272710,Beclabuvir,1.3083372661505412
AY272710,Alisporivir,1.3083372661505412
AY272710,Sovaprevir,1.3083372661505412
AY272710,Radalbuvir,1.3083372661505412
AY272710,Setrobuvir,1.3083372661505412
AY272710,Vedroprevir,1.3083372661505412
AY272710,BMS-986094,1.3083372661505412
AY272710,Lomibuvir,1.3083372661505412
AY272710,Vaniprevir,1.3083372661505412
AY272710,Filibuvir,1.3083372661505412
AY272710,Tegobuvir,1.3083372661505412
AY272710,TMC-647055,1.3083372661505412
AY272710,Faldaprevir,1.3083372661505412
AY272710,Danoprevir,1.3083372661505412
AY272710,Ruzasvir,1.3083372661505412
AY272710,Velpatasvir,1.6354215826881764
AY272710,Asunaprevir,1.6354215826881764
AY272710,Grazoprevir,1.6354215826881764
AY272710,Elbasvir,1.6354215826881764
AY272710,Hepatitis A Vaccine,1.6354215826881764
AY272710,Dasabuvir,1.6354215826881764
AY272710,Ledipasvir,1.6354215826881764
AY272710,Boceprevir,1.6354215826881764
AY272710,CTS-1027,1.5536505035537675
AY272710,Nesbuvir,1.3083372661505412
AY272710,Telaprevir,1.6354215826881764
AY272710,Isatoribine,1.3083372661505412
AY272710,Buprenorphine,1.6354215826881764
AY272710,Methadone,1.6354215826881764
AY272710,Peginterferon alfa-2b,1.6354215826881764
AY272710,Peginterferon alfa-2a,1.6354215826881764
AY272926,MK-2748,1.3088550306407958
AY272926,Coblopasvir,1.3088550306407958
AY272926,MK-6325,1.3088550306407958
AY272926,GS-6620,1.3088550306407958
AY272926,Uprifosbuvir,1.3088550306407958
AY272926,ABT-072,1.3088550306407958
AY272926,TMC-649128,1.3088550306407958
AY272926,PRI-724,1.3088550306407958
AY272926,BMS-929075,1.3088550306407958
AY272926,Peginterferon lambda-1a,1.3088550306407958
AY272926,Glecaprevir,1.6360687883009952
AY272926,Pibrentasvir,1.6360687883009952
AY272926,JTK-853,1.3088550306407958
AY272926,9-(N-methyl-L-isoleucine)-cyclosporin A,1.3088550306407958
AY272926,Odalasvir,1.3088550306407958
AY272926,PSI-352938,1.3088550306407958
AY272926,CF-102,1.3088550306407958
AY272926,GS-9256,1.3088550306407958
AY272926,Miravirsen,1.3088550306407958
AY272926,Cepeginterferon alfa-2B,1.3088550306407958
AY272926,AZD-7295,1.3088550306407958
AY272926,Samatasvir,1.3088550306407958
AY272926,SCY-635,1.3088550306407958
AY272926,Balapiravir,1.3088550306407958
AY272926,KRN-7000,1.3088550306407958
AY272926,Beclabuvir,1.3088550306407958
AY272926,Alisporivir,1.3088550306407958
AY272926,Sovaprevir,1.3088550306407958
AY272926,Radalbuvir,1.3088550306407958
AY272926,Setrobuvir,1.3088550306407958
AY272926,Vedroprevir,1.3088550306407958
AY272926,BMS-986094,1.3088550306407958
AY272926,Lomibuvir,1.3088550306407958
AY272926,Vaniprevir,1.3088550306407958
AY272926,Filibuvir,1.3088550306407958
AY272926,Tegobuvir,1.3088550306407958
AY272926,TMC-647055,1.3088550306407958
AY272926,Faldaprevir,1.3088550306407958
AY272926,Danoprevir,1.3088550306407958
AY272926,Ruzasvir,1.3088550306407958
AY272926,Velpatasvir,1.6360687883009952
AY272926,Asunaprevir,1.6360687883009952
AY272926,Grazoprevir,1.6360687883009952
AY272926,Elbasvir,1.6360687883009952
AY272926,Hepatitis A Vaccine,1.6360687883009952
AY272926,Dasabuvir,1.6360687883009952
AY272926,Ledipasvir,1.6360687883009952
AY272926,Boceprevir,1.6360687883009952
AY272926,CTS-1027,1.5542653488859453
AY272926,Nesbuvir,1.3088550306407958
AY272926,Telaprevir,1.6360687883009952
AY272926,Isatoribine,1.3088550306407958
AY272926,Buprenorphine,1.6360687883009952
AY272926,Methadone,1.6360687883009952
AY272926,Peginterferon alfa-2b,1.6360687883009952
AY272926,Peginterferon alfa-2a,1.6360687883009952
AF466492,MK-2748,1.3088668144190398
AF466492,Coblopasvir,1.3088668144190398
AF466492,MK-6325,1.3088668144190398
AF466492,GS-6620,1.3088668144190398
AF466492,Uprifosbuvir,1.3088668144190398
AF466492,ABT-072,1.3088668144190398
AF466492,TMC-649128,1.3088668144190398
AF466492,PRI-724,1.3088668144190398
AF466492,BMS-929075,1.3088668144190398
AF466492,Peginterferon lambda-1a,1.3088668144190398
AF466492,Glecaprevir,1.6360835180237996
AF466492,Pibrentasvir,1.6360835180237996
AF466492,JTK-853,1.3088668144190398
AF466492,9-(N-methyl-L-isoleucine)-cyclosporin A,1.3088668144190398
AF466492,Odalasvir,1.3088668144190398
AF466492,PSI-352938,1.3088668144190398
AF466492,CF-102,1.3088668144190398
AF466492,GS-9256,1.3088668144190398
AF466492,Miravirsen,1.3088668144190398
AF466492,Cepeginterferon alfa-2B,1.3088668144190398
AF466492,AZD-7295,1.3088668144190398
AF466492,Samatasvir,1.3088668144190398
AF466492,SCY-635,1.3088668144190398
AF466492,Balapiravir,1.3088668144190398
AF466492,KRN-7000,1.3088668144190398
AF466492,Beclabuvir,1.3088668144190398
AF466492,Alisporivir,1.3088668144190398
AF466492,Sovaprevir,1.3088668144190398
AF466492,Radalbuvir,1.3088668144190398
AF466492,Setrobuvir,1.3088668144190398
AF466492,Vedroprevir,1.3088668144190398
AF466492,BMS-986094,1.3088668144190398
AF466492,Lomibuvir,1.3088668144190398
AF466492,Vaniprevir,1.3088668144190398
AF466492,Filibuvir,1.3088668144190398
AF466492,Tegobuvir,1.3088668144190398
AF466492,TMC-647055,1.3088668144190398
AF466492,Faldaprevir,1.3088668144190398
AF466492,Danoprevir,1.3088668144190398
AF466492,Ruzasvir,1.3088668144190398
AF466492,Velpatasvir,1.6360835180237996
AF466492,Asunaprevir,1.6360835180237996
AF466492,Grazoprevir,1.6360835180237996
AF466492,Elbasvir,1.6360835180237996
AF466492,Hepatitis A Vaccine,1.6360835180237996
AF466492,Dasabuvir,1.6360835180237996
AF466492,Ledipasvir,1.6360835180237996
AF466492,Boceprevir,1.6360835180237996
AF466492,CTS-1027,1.5542793421226095
AF466492,Nesbuvir,1.3088668144190398
AF466492,Telaprevir,1.6360835180237996
AF466492,Isatoribine,1.3088668144190398
AF466492,Buprenorphine,1.6360835180237996
AF466492,Methadone,1.6360835180237996
AF466492,Peginterferon alfa-2b,1.6360835180237996
AF466492,Peginterferon alfa-2a,1.6360835180237996
AY194674,MK-2748,1.3094834407699758
AY194674,Coblopasvir,1.3094834407699758
AY194674,MK-6325,1.3094834407699758
AY194674,GS-6620,1.3094834407699758
AY194674,Uprifosbuvir,1.3094834407699758
AY194674,ABT-072,1.3094834407699758
AY194674,TMC-649128,1.3094834407699758
AY194674,PRI-724,1.3094834407699758
AY194674,BMS-929075,1.3094834407699758
AY194674,Peginterferon lambda-1a,1.3094834407699758
AY194674,Glecaprevir,1.6368543009624696
AY194674,Pibrentasvir,1.6368543009624696
AY194674,JTK-853,1.3094834407699758
AY194674,9-(N-methyl-L-isoleucine)-cyclosporin A,1.3094834407699758
AY194674,Odalasvir,1.3094834407699758
AY194674,PSI-352938,1.3094834407699758
AY194674,CF-102,1.3094834407699758
AY194674,GS-9256,1.3094834407699758
AY194674,Miravirsen,1.3094834407699758
AY194674,Cepeginterferon alfa-2B,1.3094834407699758
AY194674,AZD-7295,1.3094834407699758
AY194674,Samatasvir,1.3094834407699758
AY194674,SCY-635,1.3094834407699758
AY194674,Balapiravir,1.3094834407699758
AY194674,KRN-7000,1.3094834407699758
AY194674,Beclabuvir,1.3094834407699758
AY194674,Alisporivir,1.3094834407699758
AY194674,Sovaprevir,1.3094834407699758
AY194674,Radalbuvir,1.3094834407699758
AY194674,Setrobuvir,1.3094834407699758
AY194674,Vedroprevir,1.3094834407699758
AY194674,BMS-986094,1.3094834407699758
AY194674,Lomibuvir,1.3094834407699758
AY194674,Vaniprevir,1.3094834407699758
AY194674,Filibuvir,1.3094834407699758
AY194674,Tegobuvir,1.3094834407699758
AY194674,TMC-647055,1.3094834407699758
AY194674,Faldaprevir,1.3094834407699758
AY194674,Danoprevir,1.3094834407699758
AY194674,Ruzasvir,1.3094834407699758
AY194674,Velpatasvir,1.6368543009624696
AY194674,Asunaprevir,1.6368543009624696
AY194674,Grazoprevir,1.6368543009624696
AY194674,Elbasvir,1.6368543009624696
AY194674,Hepatitis A Vaccine,1.6368543009624696
AY194674,Dasabuvir,1.6368543009624696
AY194674,Ledipasvir,1.6368543009624696
AY194674,Boceprevir,1.6368543009624696
AY194674,CTS-1027,1.555011585914346
AY194674,Nesbuvir,1.3094834407699758
AY194674,Telaprevir,1.6368543009624696
AY194674,Isatoribine,1.3094834407699758
AY194674,Buprenorphine,1.6368543009624696
AY194674,Methadone,1.6368543009624696
AY194674,Peginterferon alfa-2b,1.6368543009624696
AY194674,Peginterferon alfa-2a,1.6368543009624696
AF462880,MK-2748,1.3096475597809811
AF462880,Coblopasvir,1.3096475597809811
AF462880,MK-6325,1.3096475597809811
AF462880,GS-6620,1.3096475597809811
AF462880,Uprifosbuvir,1.3096475597809811
AF462880,ABT-072,1.3096475597809811
AF462880,TMC-649128,1.3096475597809811
AF462880,PRI-724,1.3096475597809811
AF462880,BMS-929075,1.3096475597809811
AF462880,Peginterferon lambda-1a,1.3096475597809811
AF462880,Glecaprevir,1.6370594497262263
AF462880,Pibrentasvir,1.6370594497262263
AF462880,JTK-853,1.3096475597809811
AF462880,9-(N-methyl-L-isoleucine)-cyclosporin A,1.3096475597809811
AF462880,Odalasvir,1.3096475597809811
AF462880,PSI-352938,1.3096475597809811
AF462880,CF-102,1.3096475597809811
AF462880,GS-9256,1.3096475597809811
AF462880,Miravirsen,1.3096475597809811
AF462880,Cepeginterferon alfa-2B,1.3096475597809811
AF462880,AZD-7295,1.3096475597809811
AF462880,Samatasvir,1.3096475597809811
AF462880,SCY-635,1.3096475597809811
AF462880,Balapiravir,1.3096475597809811
AF462880,KRN-7000,1.3096475597809811
AF462880,Beclabuvir,1.3096475597809811
AF462880,Alisporivir,1.3096475597809811
AF462880,Sovaprevir,1.3096475597809811
AF462880,Radalbuvir,1.3096475597809811
AF462880,Setrobuvir,1.3096475597809811
AF462880,Vedroprevir,1.3096475597809811
AF462880,BMS-986094,1.3096475597809811
AF462880,Lomibuvir,1.3096475597809811
AF462880,Vaniprevir,1.3096475597809811
AF462880,Filibuvir,1.3096475597809811
AF462880,Tegobuvir,1.3096475597809811
AF462880,TMC-647055,1.3096475597809811
AF462880,Faldaprevir,1.3096475597809811
AF462880,Danoprevir,1.3096475597809811
AF462880,Ruzasvir,1.3096475597809811
AF462880,Velpatasvir,1.6370594497262263
AF462880,Asunaprevir,1.6370594497262263
AF462880,Grazoprevir,1.6370594497262263
AF462880,Elbasvir,1.6370594497262263
AF462880,Hepatitis A Vaccine,1.6370594497262263
AF462880,Dasabuvir,1.6370594497262263
AF462880,Ledipasvir,1.6370594497262263
AF462880,Boceprevir,1.6370594497262263
AF462880,CTS-1027,1.5552064772399152
AF462880,Nesbuvir,1.3096475597809811
AF462880,Telaprevir,1.6370594497262263
AF462880,Isatoribine,1.3096475597809811
AF462880,Buprenorphine,1.6370594497262263
AF462880,Methadone,1.6370594497262263
AF462880,Peginterferon alfa-2b,1.6370594497262263
AF462880,Peginterferon alfa-2a,1.6370594497262263
MN059865,Rotavirus vaccine,1.7179620178149473
AY272710,MK-2748,1.310725312146004
AY272710,Coblopasvir,1.310725312146004
AY272710,MK-6325,1.310725312146004
AY272710,GS-6620,1.310725312146004
AY272710,Uprifosbuvir,1.310725312146004
AY272710,ABT-072,1.310725312146004
AY272710,TMC-649128,1.310725312146004
AY272710,PRI-724,1.310725312146004
AY272710,BMS-929075,1.310725312146004
AY272710,Peginterferon lambda-1a,1.310725312146004
AY272710,Glecaprevir,1.638406640182505
AY272710,Pibrentasvir,1.638406640182505
AY272710,JTK-853,1.310725312146004
AY272710,9-(N-methyl-L-isoleucine)-cyclosporin A,1.310725312146004
AY272710,Odalasvir,1.310725312146004
AY272710,PSI-352938,1.310725312146004
AY272710,CF-102,1.310725312146004
AY272710,GS-9256,1.310725312146004
AY272710,Miravirsen,1.310725312146004
AY272710,Cepeginterferon alfa-2B,1.310725312146004
AY272710,AZD-7295,1.310725312146004
AY272710,Samatasvir,1.310725312146004
AY272710,SCY-635,1.310725312146004
AY272710,Balapiravir,1.310725312146004
AY272710,KRN-7000,1.310725312146004
AY272710,Beclabuvir,1.310725312146004
AY272710,Alisporivir,1.310725312146004
AY272710,Sovaprevir,1.310725312146004
AY272710,Radalbuvir,1.310725312146004
AY272710,Setrobuvir,1.310725312146004
AY272710,Vedroprevir,1.310725312146004
AY272710,BMS-986094,1.310725312146004
AY272710,Lomibuvir,1.310725312146004
AY272710,Vaniprevir,1.310725312146004
AY272710,Filibuvir,1.310725312146004
AY272710,Tegobuvir,1.310725312146004
AY272710,TMC-647055,1.310725312146004
AY272710,Faldaprevir,1.310725312146004
AY272710,Danoprevir,1.310725312146004
AY272710,Ruzasvir,1.310725312146004
AY272710,Velpatasvir,1.638406640182505
AY272710,Asunaprevir,1.638406640182505
AY272710,Grazoprevir,1.638406640182505
AY272710,Elbasvir,1.638406640182505
AY272710,Hepatitis A Vaccine,1.638406640182505
AY272710,Dasabuvir,1.638406640182505
AY272710,Ledipasvir,1.638406640182505
AY272710,Boceprevir,1.638406640182505
AY272710,CTS-1027,1.5564863081733795
AY272710,Nesbuvir,1.310725312146004
AY272710,Telaprevir,1.638406640182505
AY272710,Isatoribine,1.310725312146004
AY272710,Buprenorphine,1.638406640182505
AY272710,Methadone,1.638406640182505
AY272710,Peginterferon alfa-2b,1.638406640182505
AY272710,Peginterferon alfa-2a,1.638406640182505
MH687076,Asvasiran,1.3090689972072511
MH687076,BTA9881,1.3090689972072511
MH687076,Palivizumab,1.6363362465090634
AF207497,MK-2748,1.3165580932362908
AF207497,Coblopasvir,1.3165580932362908
AF207497,MK-6325,1.3165580932362908
AF207497,GS-6620,1.3165580932362908
AF207497,Uprifosbuvir,1.3165580932362908
AF207497,ABT-072,1.3165580932362908
AF207497,TMC-649128,1.3165580932362908
AF207497,PRI-724,1.3165580932362908
AF207497,BMS-929075,1.3165580932362908
AF207497,Peginterferon lambda-1a,1.3165580932362908
AF207497,Glecaprevir,1.6456976165453634
AF207497,Pibrentasvir,1.6456976165453634
AF207497,JTK-853,1.3165580932362908
AF207497,9-(N-methyl-L-isoleucine)-cyclosporin A,1.3165580932362908
AF207497,Odalasvir,1.3165580932362908
AF207497,PSI-352938,1.3165580932362908
AF207497,CF-102,1.3165580932362908
AF207497,GS-9256,1.3165580932362908
AF207497,Miravirsen,1.3165580932362908
AF207497,Cepeginterferon alfa-2B,1.3165580932362908
AF207497,AZD-7295,1.3165580932362908
AF207497,Samatasvir,1.3165580932362908
